,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
P02760,0.11377669,-0.048925143,-0.060848188,0.0987758,-0.033195503,-0.01738243,0.16477077,-0.010503852,0.07880208,0.19460009,0.0617406,0.048284356,-0.045466136,-0.030373998,-0.08545479,-0.012182013,-0.077669255,0.45705006,-0.04345429,0.042817254,0.057958346,0.07167988,-0.02295095,-0.014836179,-0.03757215,0.22018243,-0.031911336,-0.041118644,-0.042194534,-0.053416118,-0.04145118,-0.04899705,0.13855487,0.04727714,0.04407895,0.03336673,0.08283574,0.006239208,0.21351261,0.076766424,0.116467975,0.015313338,-0.124082275,-0.14765845,0.071584985,-0.056497585,-0.008978502,0.003312079,-0.047504757,-0.018375661,-0.05345289,0.21875681,-0.07156803,-0.07254511,-0.07742604,-0.07639369,-0.020559749,-0.012616143,-0.08027315,0.015164685,1.0,0.066036925,-0.008792548,0.19181848,-0.08749983,0.10584862,-0.04084823,-0.04844872,0.05482709,-0.09412529,0.035208065,-0.081775494,-0.06375032,0.17144908,0.12494786,0.23334059,-0.06448841,0.005871096,0.062294688,-0.051150236,-0.038826343,-0.017763343,0.002598713,-0.052968793,-0.022591474,0.035331186,-0.019091086,-0.08407527,-0.0061357208,0.029148277,-0.066578954,0.031138092,-0.10940887,-0.06793776,0.10551002,-0.043428924,-0.024442026,-0.009185338,-0.022730062,-0.04891568,-0.05349093,-0.03757259,-0.029472172,0.34646788,0.028914327,0.03262993,0.1830991,0.09995061,0.037715234,0.07258793,0.19499058,-0.0517412,-0.08897406,-0.039340504,-0.011106197,-0.050701965,-0.03880421,-0.071076035,-0.0364355,-0.0073993914,-0.030584456,-0.008602578,-0.053234555,-0.03763853,-0.054127596,0.05549177,0.037214242,0.37845942,0.5479503,0.16029193,0.06766165,0.106048375,-0.06965461,-0.03055862,0.00067473244,0.06459035,0.031528275,0.14704198,-0.01307092,-0.070088394,-0.04890984,-0.06399525,-0.038745824,-0.043472607,-0.07205157,0.06365522,-0.039751075,0.039336853,-0.06806203,-0.059401084,-0.056953497,-0.03115104,0.009631299,-0.05008295,0.010739933,0.011148225,-0.0394834,-0.05828457,-0.017994972,0.118703395,-0.081295475,-0.031743504,0.58688766,0.31149995,-0.06435925,0.027325004,0.5739099,0.0025074033,0.12099637,0.0061841398,-0.03507119,-0.09208393,-0.08428654,-0.0018269633,-0.06092304,-0.024618126,0.067493394,-0.028256012
P02763,-0.020508183,0.043459363,-0.027458956,0.039904576,0.006680466,-0.02374058,-0.06337876,0.036148913,0.12815008,0.15787637,-0.0153338695,-0.031029502,0.044150952,-0.0010897128,0.011588743,0.03727687,-0.06265365,0.091705136,0.21133171,0.015512011,0.026011374,-0.058578316,0.040329203,0.19681326,0.0064136046,0.047982823,-0.0212864,-0.01992583,0.032320686,-0.04031371,0.0034553898,0.08642586,0.023832202,-0.010287986,-0.026979025,-0.020312345,-0.017270172,0.012918904,-0.061015233,-0.010797945,0.09172527,-0.018947124,-0.038140964,-0.13276725,0.0003530462,-0.047461025,-0.059956662,-0.09305023,-0.0873481,-0.08949331,-0.103394605,0.02000371,-0.036939777,-0.067615084,-0.05983386,-0.03335664,0.020120537,0.05934706,0.0152787715,0.17544429,0.066036925,1.0,0.2969031,-0.01884368,0.114929944,0.41324887,-0.033782516,-0.05360152,0.4121022,0.015130997,0.100468054,-0.04665576,0.006102083,-0.019998211,-0.10062195,-0.0063022356,-0.041575182,-0.056445304,0.37602833,-0.038902912,-0.05007082,-0.01220381,0.06794036,-0.021401253,-0.008771936,0.06038365,-0.010517238,0.040546924,-0.043541476,-0.030113177,0.03826579,-0.03921176,-0.056028944,0.040935047,-0.026137223,0.073982954,0.030439159,0.02858576,0.0067804656,-0.03405052,-0.025843766,0.038019452,0.050287146,0.13257344,-0.033354025,0.0113890655,0.031830985,-0.031659745,-0.037221704,-0.028854335,0.0055482406,0.10314814,-0.057056397,-0.049384464,-0.008745593,-0.041720416,0.013100269,-0.01192739,-0.041387122,0.0415669,0.015055151,-0.05568071,-0.0042844075,0.012323603,-0.027921626,0.022233386,0.07792342,-0.016854947,0.0033693372,0.00325227,0.010953128,-0.0128804315,0.02328844,-0.0040642195,0.1663529,-0.0018627638,-0.022889405,0.07038763,-0.048731357,-0.062169153,-0.01929172,0.034178555,-0.0601744,0.0728263,-0.058401883,0.10457376,-0.0070026596,0.10735909,-0.018679356,-0.07108553,-0.044052567,-0.024648394,0.03060144,-0.02569945,-0.0108586475,0.01222984,-0.028729124,-0.025744068,0.028111577,0.025230492,-0.03533072,0.044480763,-0.0004489799,0.04025099,0.068615384,0.003507108,0.029105514,0.07212192,0.055246256,-0.034719396,0.028179014,-0.021595046,0.00090650946,0.036789563,0.02568886,0.08654404,0.047169127,-0.040350817
P02765,-0.14332646,-0.10145218,-0.08525671,-0.120850146,-0.098641716,-0.03242915,-0.13749403,-0.14334321,-0.15069379,-0.124491595,-0.068254694,-0.06491345,0.058075584,-0.004863599,-0.07258824,0.03542617,-0.07377081,-0.05389462,0.3978124,-0.010453471,-0.027492959,-0.14561315,-0.1328153,0.33609518,-0.09190239,-0.111809954,-0.036452584,-0.04922139,-0.092611656,-0.06663112,-0.066319965,-0.09923663,-0.10375539,-0.1565624,-0.14726563,-0.15831563,-0.15933616,-0.08674563,-0.24296941,-0.10003846,-0.09921442,-0.050986763,-0.018095693,-0.16732477,0.10417043,-0.075344235,-0.10889131,-0.081932254,-0.08721443,0.09701107,-0.06227869,-0.083459385,-0.099759795,-0.08755288,-0.11509081,-0.13552043,-0.09533425,-0.013530545,-0.10989643,0.27891177,-0.008792548,0.2969031,1.0,-0.048661903,0.26848316,0.40688762,-0.08026781,-0.093831874,0.27976286,-0.120561175,0.09525514,-0.08389681,-0.10165545,-0.11923183,-0.17422871,-0.06637989,-0.15770312,-0.10268026,0.22890355,-0.08993965,-0.09438332,-0.057482194,-0.091351114,-0.06319805,0.079738215,-0.14195463,-0.05311433,0.02544502,-0.09232245,-0.06782635,-0.038071927,-0.0498172,-0.1410264,-0.081466384,-0.085743554,-0.112646766,-0.10116801,-0.10644706,0.02003023,-0.061552275,-0.06822594,-0.092607215,-0.06770154,0.04524261,-0.061804336,-0.1524107,-0.073270194,-0.10512137,-0.064361244,-0.17804761,-0.076069914,0.008733135,-0.098154746,-0.06852207,-0.020522058,-0.04684441,-0.082597435,-0.088441126,-0.0051006214,-0.11874028,-0.09564589,-0.077400394,0.006389324,0.07084062,-0.06171411,-0.09453712,-0.060808837,-0.08242496,-0.083128646,-0.108606994,0.055640586,-0.08867906,-0.100937545,-0.054118052,-0.1076592,-0.13710889,-0.075823694,-0.0026460353,-0.061559774,-0.08923501,-0.07360655,-0.10885781,-0.00994295,-0.108957455,-0.0563714,-0.033864614,-0.06057243,-0.046671193,-0.10752032,-0.07568072,-0.031889,-0.060578484,0.044796433,-0.057164382,-0.08029714,-0.05875116,-0.020143194,0.053551592,-0.09512009,-0.08725269,-0.11466908,0.02760408,0.00957866,-0.09332941,-0.10529043,-0.08538289,-0.07266328,0.032435104,-0.06778611,-0.06539972,-0.07981369,-0.11308324,-0.04745425,-0.03618843,-0.12655224,0.12612471,-0.101529896,-0.05970077
P02766,0.21740817,-0.11077153,0.18930256,0.08768872,0.14322606,-0.040366415,0.31418082,-0.10761771,0.0029779414,0.27668393,0.24431139,0.2659863,-0.0065780315,-0.071769595,-0.07252697,-0.086709425,0.15421118,0.4239967,-0.041712657,-0.00826689,-0.049073182,-0.006312485,-0.09390752,-0.035931326,0.039118007,0.16611236,-0.00049927924,-0.040072363,0.013658825,-0.015099499,-0.043984957,-0.12945461,0.21776526,0.018481132,0.006164195,0.04142875,-0.013757222,-0.0038100744,0.08608787,0.14933094,0.0851744,0.0014265646,-0.056789044,0.05936981,0.025678024,0.24417026,0.15016238,-0.00050299405,-0.071768105,-0.10167532,-0.08835927,0.027642172,0.01044498,-0.07598885,-0.08157771,-0.103333205,-0.08770362,-0.026377644,-0.1061732,0.0017224187,0.19181848,-0.01884368,-0.048661903,1.0,-0.093869306,0.017271934,0.17295891,0.00887361,0.0033294263,0.014832594,0.031101648,0.06927533,-0.029427791,0.041776836,0.14373471,0.21348827,-0.061501715,0.035043523,-0.03824056,-0.110301696,-0.014791769,0.08645206,-0.08893999,-0.07603807,0.041030925,-0.07115821,-0.06337294,-0.09566418,0.23455556,0.11706359,-0.06625204,0.21769832,0.04796749,-0.12460041,0.12742019,-0.13283628,-0.08344776,-0.088957466,0.07357465,-0.09975039,-0.057919834,-0.10800362,-0.121770225,0.28357098,0.3133606,-0.094150275,0.11368215,-0.06583978,0.065212645,-0.038686823,0.28152463,-0.11573663,0.12309886,-0.0063652084,0.04493635,-0.04854475,-0.04232977,-0.071469925,-0.077478595,-0.10469555,0.022869103,0.119090736,0.023698159,0.12985845,-0.07754461,-0.041558877,-0.018449692,0.07202821,0.045735408,-0.02590657,0.011817138,0.26105562,-0.13154778,-0.06739907,-0.107651226,0.08401537,-0.0022729977,0.022644712,-0.0058560204,0.2232205,-0.07843034,0.03457969,-0.071275294,-0.11351686,-0.07997705,0.022180134,-0.03193657,-0.10173243,0.031350706,0.13290124,-0.09162717,-0.061325185,0.002809777,-0.0514304,-0.04619928,-0.050014224,-0.063782305,-0.04600491,0.09459655,0.1750413,0.022647094,-0.038117874,0.045946553,0.26951838,-0.12878951,0.17679802,0.17222627,-0.0005658006,0.0012775849,0.121712945,-0.0009385421,0.0150395315,0.048635423,0.00898065,-0.03578432,-0.032668788,0.036460515,-0.041616395
P02768,-0.17408928,-0.03122141,-0.121932216,-0.068866394,-0.053557772,0.0056495597,-0.2130321,-0.116722636,0.064229704,-0.083518155,-0.14619014,-0.14648981,0.012070406,0.026445888,-0.057878256,0.07827026,-0.16102812,-0.052254714,0.34878492,0.017689083,-0.0050917407,-0.09721498,0.022711707,0.13912085,-0.101187214,-0.07168938,-0.022090642,-0.052310407,-0.036759857,-0.01548455,-0.016467575,-0.051589023,-0.08962178,-0.14069876,-0.013600889,-0.0012550154,-0.06837609,0.00793382,-0.22268452,-0.06415843,-0.07091327,0.016218564,0.019686814,-0.21860394,0.0058827787,-0.061139673,-0.12242819,-0.087570794,-0.010799575,0.018648036,-0.0067468192,-0.0639,-0.13492897,-0.13460441,-0.13725723,-0.13676207,0.023185821,0.021711698,-0.027202044,0.29785988,-0.08749983,0.114929944,0.26848316,-0.093869306,1.0,0.23114045,-0.0804947,-0.11310146,0.3518216,-0.12591963,0.31200016,-0.074732006,-0.05361686,-0.17168067,-0.17560211,-0.1360219,-0.03781898,-0.102044426,0.15856394,0.014383282,-0.041119743,-0.045857053,0.015223972,0.01517282,0.12953539,-0.054913875,-0.0015655846,-0.00799582,-0.04228578,-0.017592922,0.016321823,-0.08515891,-0.110613786,-0.04859713,-0.17010263,-0.025842685,0.056524985,0.0040144566,-0.0039948286,0.012888083,0.016619038,-0.016670372,-0.06591653,-0.019851388,-0.11965143,-0.07876093,-0.14133047,0.0033347425,-0.10593097,-0.017016074,-0.1657224,0.10238721,-0.16742043,-0.07842137,-0.03771947,-0.05764731,-0.041914664,-0.016044185,0.09395005,-0.007568326,-0.09517466,-0.11391599,-0.04641364,0.032125432,0.016679997,-0.05326247,0.23829013,-0.074231245,-0.06269696,-0.13008997,0.17848846,-0.14052972,-0.083936304,2.5506522e-05,0.016259514,-0.08791099,-0.050821226,-0.01323633,-0.0036466355,-0.1227002,0.012107113,-0.017633436,0.08755579,0.031353302,-0.115364015,0.23656024,0.09933898,-0.05648148,-0.0803119,-0.1286251,0.048494726,-0.004195505,0.015139576,0.020427143,-1.6260014e-05,-0.04856576,0.20401452,0.060099427,-0.091912344,-0.10312457,-0.11078742,0.00999259,-0.07145857,-0.19491205,-0.06515147,-0.10954754,-0.11389299,-0.012829098,0.102597006,-0.07617931,-0.0565864,-0.13564816,-0.04502048,0.2391969,-0.09825308,0.32406735,-0.10999831,0.02528381
P02774,-0.09512474,0.0082903635,-0.05918706,0.04979837,0.0056576533,0.022053644,-0.115168035,-0.03512922,0.036788873,0.0012590442,-0.05979469,-0.05119502,0.18598574,0.092563875,0.02202238,0.26916522,-0.07576745,0.07508877,0.20501785,0.023796469,-0.023691578,0.028666535,-0.005941406,0.48952246,-0.046251565,0.053171802,-0.024903048,-0.05013858,0.011916448,-0.05302006,-0.03359783,-0.02518183,-0.051120788,-0.10016317,-0.06698762,-0.017364029,-0.037895236,-0.055580415,-0.18651722,-0.057919756,-0.023131475,-0.0034371237,-0.065783195,-0.17768407,0.027574291,-0.055629265,-0.109900385,-0.13354228,-0.09449327,-0.11634181,-0.10658524,-0.01672433,-0.07737305,-0.09331464,-0.11081973,-0.08688714,0.08188917,0.14870378,-0.006691101,0.66849464,0.10584862,0.41324887,0.40688762,0.017271934,0.23114045,1.0,-0.077861115,-0.10817616,0.47201297,-0.08475888,0.62208384,-0.08124967,-0.045417324,-0.08886985,-0.17242387,-0.057775497,-0.14149052,-0.088027805,0.38773906,-0.07424616,-0.04117141,-0.03995016,0.0612881,-0.05467554,0.13736235,0.0096247,0.052404672,0.12432316,0.05173268,-0.041470338,0.16798863,-0.06866996,-0.042313397,0.055367764,-0.038429655,0.029887097,0.07556514,0.05830032,0.06119561,0.033032123,-0.06619806,-0.046391644,0.116646454,0.17754923,-0.04641099,-0.041931387,0.027469134,-0.06859882,-0.07464256,-0.020195382,-0.05507575,0.25166163,-0.11404869,-0.0642845,0.00547711,-0.024893451,0.02708826,-0.036398675,-0.012533228,0.07298134,-0.0663103,-0.06764006,0.00924603,0.145673,-0.057965018,-0.022056924,0.30459997,-0.08382768,-0.054751363,-0.09842822,0.28279135,-0.06539489,-0.020009052,0.0054547805,0.11182392,-0.050763924,-0.0016701239,0.086147256,-0.070579186,-0.08660489,-0.055282358,0.02787864,-0.0709445,0.07334672,-0.080718905,0.38938972,0.007001758,0.05109042,0.02618428,-0.08109741,-0.023034366,-0.058111247,0.13363127,-0.056656737,-0.07056756,-0.005880523,-0.06239915,-0.0244598,-0.05637041,-0.041393626,-0.079157196,0.09205173,-0.0134957265,-0.072244905,-0.013509313,-0.0589183,-0.038381275,0.17118284,0.12232642,-0.042669367,-0.012633752,-0.07574372,0.10055276,0.3249924,-0.07135068,0.14643541,0.0025738084,-0.056998417
P02775,-0.012380096,0.09622602,0.030573579,0.017464515,0.31482247,-0.013410493,-0.028599234,0.25907394,0.017872384,0.04249091,-0.017206933,-0.049050864,0.124619,-0.003213447,0.1710396,0.0028465835,-0.068961084,-0.09420172,-0.068661265,-0.026519759,-0.073469944,0.009655945,0.12666495,0.042944122,0.060695767,-0.005214879,0.050229445,-0.01777636,0.25335294,0.01930058,0.058573775,0.11351145,0.4303738,-0.008268109,-0.024986882,-0.03774881,0.050446827,-0.006335951,0.018737333,-0.010035979,0.0072999042,0.06769631,-0.074594565,-0.01257312,-0.04107203,0.8023452,0.14524089,0.043035936,-0.06280775,-0.08892374,-0.083455265,0.02444047,0.0027459906,0.028197525,0.040217817,0.21002105,0.13057843,0.2134406,0.07595541,-0.054925628,-0.04084823,-0.033782516,-0.08026781,0.17295891,-0.0804947,-0.077861115,1.0,0.38396448,-0.076338746,0.11070536,-0.014720432,-0.018582525,0.089551486,0.00035765194,0.01828276,-0.043336865,-0.02134562,-0.0193659,-0.07447345,0.059473556,-0.011383041,0.1942895,0.041143887,0.004661955,-0.05104466,0.10002568,0.014423562,0.06465541,0.18083875,0.10675343,0.19268282,0.18165061,-0.042375945,0.10828417,-0.01617278,0.12924837,0.0439639,0.13510318,0.34625235,0.06783488,0.04768142,0.0720955,0.15191935,-0.009419541,-0.048367158,0.20997356,-0.0092763,-0.021770908,0.28323472,0.09417604,-0.050172143,0.11565424,0.004161485,-0.043895006,0.1895465,-0.03766954,0.060581356,0.11432408,-0.024056142,0.09177311,0.2089226,0.054968834,0.16263819,0.12547924,-0.0029897925,0.19629036,0.02193489,-0.05487956,-0.04986252,0.064885944,-0.02905439,-0.044989076,0.09753123,0.030123353,0.10220842,0.03175058,0.027158024,0.20629671,0.110066615,0.029388659,0.041878305,0.04565243,-0.031861816,0.12263959,-0.052711636,0.061717317,-0.0025443393,0.11913938,0.27655727,0.10905733,-0.024149988,0.0104645835,0.030374127,0.02943213,0.06602845,0.055357784,-0.044679824,-0.04451077,0.4016836,0.4522969,0.15271485,0.0159492,-0.06415787,0.066513605,0.16936179,-0.005586227,-0.009425293,0.10876356,-0.025139378,0.023374215,0.013539418,0.08362027,0.116387576,-0.00084957323,0.16108611,-0.046840876,0.16488957,-0.014761106
P02776,0.043072287,0.059737854,0.036097016,0.04336539,0.14774773,-0.0054892777,0.106007285,0.09081612,-0.028265437,0.010067193,0.050856505,0.057431076,0.12636457,-0.009184841,0.31095368,-0.0271542,0.07702881,-0.071195036,-0.09035063,-0.07159233,-0.08831768,0.015733974,0.05882095,0.0061813453,0.15800993,-0.020116081,-0.036842607,-0.030981626,0.1926428,0.008533492,-0.012919041,0.114514045,0.10666234,-0.020993486,-0.04476054,0.034567673,-0.009851968,-0.027366199,0.042465456,-0.017355315,0.008868084,0.047191955,-0.1225899,0.1829614,0.02055922,0.12788804,0.14968492,-0.044126574,-0.054889064,-0.08132314,-0.07581476,0.18501587,0.13291773,0.041770644,-0.006844176,0.24639589,0.18452013,0.08516053,0.09767576,-0.043763205,-0.04844872,-0.05360152,-0.093831874,0.00887361,-0.11310146,-0.10817616,0.38396448,1.0,-0.07398049,0.23726349,0.040429153,0.1256086,0.17915319,0.055638243,0.10441282,0.004296983,-0.00076261477,0.07862828,0.006890534,0.023554647,0.043985687,0.26213503,0.0044875783,-0.009181706,-0.014446071,0.05653913,0.015396767,0.012221154,0.1476282,0.12043824,0.14505206,0.2211396,-0.05707295,0.054062553,0.07399187,0.07000945,0.09144622,0.08194044,0.117561005,0.05871496,0.016431194,0.08543801,0.022912258,0.025426608,0.019564036,0.08567619,-0.009036092,-0.022932172,-0.02393298,0.012516967,-0.040726285,0.032229003,0.18904454,-0.052751534,0.023517547,-0.039570216,0.07329249,0.020175554,-0.041832596,0.09349251,0.13205236,0.2105017,0.20727286,0.14785485,0.0065609887,0.058730423,-0.06733061,-0.06084926,-0.058634162,0.102135934,0.04727229,0.0073980773,0.08739182,0.14188549,0.12387717,0.070730224,0.05379763,0.007304201,-0.042700987,0.025019873,0.010455879,0.05780834,-0.053418223,0.039433766,-0.06331336,0.008659422,-0.008956845,0.07535588,0.23629609,0.12842067,0.0021251293,0.058322314,0.06617326,0.020470511,0.0651302,0.10600661,0.0010736249,0.035949636,-0.0038587684,0.001040777,0.1803255,0.039605506,-0.05660859,0.1630523,0.156179,-0.0073998515,-0.0054040668,0.021553745,0.024423854,0.10215632,0.042589057,0.13136913,0.27338287,-0.008504578,0.22079657,-0.037136402,0.030287134,-0.0028157965
P02787,-0.046813585,-0.043478526,-0.057465754,0.03183869,-0.01894185,0.0044301283,-0.13520464,-0.06787641,0.2248766,0.10275854,-0.06655596,-0.064584464,0.05056679,0.025005529,-0.024796443,0.07491618,-0.082147226,0.116901755,0.11633671,-0.0001345768,0.042951033,-0.047403008,-0.05216752,0.22515789,-0.07468964,0.0335552,-0.026881631,-0.042749293,-0.008430486,-0.0026483042,0.0074168523,-0.027558858,-0.004358869,-0.027669191,-0.005641195,0.07820185,-0.014360517,-0.038237557,-0.1034825,0.02860622,0.023996744,-0.0053678127,-0.06306073,-0.16654596,-0.057654828,-0.050988264,-0.11137082,-0.12612121,-0.10105196,-0.106327415,-0.09987684,-0.02035436,-0.08455065,-0.104348175,-0.118554145,-0.10583746,-0.008498236,0.057870068,-0.024995156,0.37362906,0.05482709,0.4121022,0.27976286,0.0033294263,0.3518216,0.47201297,-0.076338746,-0.07398049,1.0,-0.0652416,0.39479038,-0.074653596,-0.067611165,-0.08233329,-0.17253777,-0.06490115,-0.087729044,-0.076174766,0.258295,-0.019950785,0.004029897,-0.023549221,0.054210063,0.04415069,0.4278082,-0.024634628,-0.010883546,0.024558388,-0.02805839,-0.028794978,0.005276729,-0.020501288,-0.058487304,-0.01585789,-0.062360045,-0.009760569,0.011589588,0.002201292,0.024862472,-0.021664608,0.04743693,-0.0374404,0.009189073,0.06739035,-0.062327433,-0.07245592,-0.046154737,-0.06291508,-0.05917918,2.8533284e-05,-0.0066113546,0.0682473,-0.120723665,-0.07086257,-0.04619215,-0.046304047,-0.03884452,-0.004056091,-0.03879651,-0.034731567,-0.052814677,-0.081583284,-0.025238037,0.012900931,0.05473947,-0.0334389,0.20317426,-0.075885214,-0.052954294,-0.08381782,0.14940804,-0.04680831,-0.044396892,0.004919183,0.06456751,-0.05662159,0.018953517,0.061385926,-0.033079717,-0.06636216,0.036473427,0.0043608528,-0.007553878,-0.0013308743,-0.08684493,0.22843042,0.064032346,0.004234316,-0.030678727,-0.08015684,0.025928833,0.008893143,0.008397129,0.018907528,-0.0076781637,-0.029133061,-0.04890225,-0.006081876,-0.052562546,-0.028748382,-0.09858222,0.010663589,-0.02340452,-0.084402055,-0.036181625,-0.043608032,-0.015785463,0.039186846,0.08630442,-0.03382322,-0.042271968,-0.093817525,-0.010139501,0.17931816,-0.075816624,0.06293046,-0.0032428708,0.049416166
P02788,0.17121214,0.5165338,0.111655004,0.21918039,0.17644157,0.028190097,0.13886727,0.44492987,0.050464023,0.12622362,0.007353112,-0.0033857476,0.26503333,0.06793053,0.30179352,0.1849391,0.19520208,-0.070171736,-0.0893821,-0.037978612,0.000213777,0.048110187,0.36820894,0.16328679,0.20825832,0.056538403,-0.04231643,0.016369885,0.33292145,-0.0030374343,0.11729088,0.6177671,0.16375968,0.13927226,-0.06340076,-0.08582424,0.108637445,0.11286595,0.094018646,0.0731285,0.3411329,-0.11160761,-0.16786201,0.12397261,-0.05577917,-0.008262174,-0.059884034,-0.16427939,-0.08475724,-0.14150156,-0.12912963,0.04040424,0.37989652,-0.045388963,0.050043166,0.18495753,0.29713303,0.13216354,0.44789702,-0.044298574,-0.09412529,0.015130997,-0.120561175,0.014832594,-0.12591963,-0.08475888,0.11070536,0.23726349,-0.0652416,1.0,-0.0058024917,0.25448567,0.30818802,0.018159043,0.031743363,-0.07558478,0.2261173,0.12772462,-0.067790665,0.061376147,0.118090115,0.22230057,0.13450006,0.041727375,0.041726906,0.28191715,0.16462052,0.24275804,0.21251787,0.079705775,0.35912204,0.28218082,-0.07288719,0.44068256,0.029201724,0.6030535,0.36250335,0.3124588,-0.060571168,0.19182143,0.03541238,0.38384277,0.41971353,0.100324325,-0.031303253,0.30292952,0.21993597,-0.033812128,-0.08886038,0.03984544,0.06052684,0.33269343,0.33214468,-0.052719112,0.08515462,-0.03463816,0.38754162,0.15593708,-0.13248919,0.34294254,0.29451007,0.33706602,0.23774216,0.16367243,0.0075804717,0.122538514,0.00866166,-0.053116493,-0.07857512,0.055532508,-0.05420242,-0.020276913,0.4074585,0.1356707,0.559013,0.20038234,0.015550845,0.18408738,-0.1381739,0.032916337,0.09344369,0.42135805,-0.12876706,0.4431699,-0.07093052,0.05096588,0.074078955,0.54039335,0.337801,0.012708785,-0.10510549,-0.031782713,0.051227447,0.005847015,-0.0153146675,0.18259047,-0.0719127,-0.08244622,0.1929449,0.26595423,0.26665282,0.24408264,-0.11968168,0.12985523,0.5487583,0.031806428,-0.016201552,0.1534991,-0.11598195,0.034382183,0.0841441,0.4492,0.3124437,0.07857362,0.6333579,-0.063995026,0.21860397,-0.05923441
P02790,-0.0051938198,0.04141476,-0.047642745,0.16214198,0.13208109,0.0008459484,-0.1374376,0.068065844,0.31719604,0.028483141,-0.079839505,-0.079500884,0.14246547,0.10455547,0.0837193,0.28781095,-0.101523995,0.1487319,0.027744256,0.06631185,-0.08216274,0.038267937,0.082352675,0.2091444,-0.02710127,0.116938375,-0.009862335,-0.048764065,0.18226506,0.015893415,0.015239099,0.056371987,0.051981486,-0.01404268,0.13307418,0.20963497,0.15114884,0.031134607,-0.10527412,0.021674387,0.024073,0.063709214,-0.01916836,-0.18418242,-0.057045724,0.016978687,-0.0816759,-0.12642664,-0.08404372,-0.11119094,-0.09654076,0.07426072,-0.050435334,-0.09063151,-0.08514581,-0.008702872,0.18414111,0.27599987,0.05501321,0.6545002,0.035208065,0.100468054,0.09525514,0.031101648,0.31200016,0.62208384,-0.014720432,0.040429153,0.39479038,-0.0058024917,1.0,-0.057665933,0.0042869216,-0.07940611,-0.17992914,-0.085371844,-0.08884632,-0.06339297,0.25975257,0.02545581,0.04504815,0.12020379,0.19273873,0.09125892,0.01749725,0.17042944,0.14056946,0.08107085,0.19703287,0.08129078,0.16365041,0.018922282,0.062132698,0.036912862,-0.06598407,0.14811385,0.29115093,0.20231071,0.06024741,0.037786268,0.09018124,0.002705014,0.19101503,0.10929268,-0.07726922,0.07845262,-0.037784718,0.029716706,-0.048140354,0.2823601,-0.06605846,0.24355514,-0.12574908,-0.05529704,-0.020818673,-0.0066957385,0.043356992,0.046018295,-0.016173191,0.16425106,-0.04052886,-0.01524684,0.052862003,0.057539962,0.09326396,0.07321933,0.6835071,-0.07540164,-0.050381377,-0.070090674,0.3662817,-0.103827894,0.041249976,0.0573818,0.254078,0.08065253,0.0708612,0.028656293,-0.0029122017,-0.06804344,0.066133,0.18880807,-0.00026943884,0.20347679,-0.09527343,0.70098597,0.07251813,0.05014854,0.14109358,-0.04552719,0.049393155,0.026468126,-0.013822603,0.06624821,-0.014823127,0.02726325,-0.073341005,-0.02113939,-0.0039940663,-0.03420271,0.012577329,0.03707642,-0.061784733,-0.112628356,0.025475174,-0.049358025,-0.065187044,0.15630886,0.24612077,-0.0003933468,-0.059382126,-0.01854736,0.12656991,0.64688057,0.021955062,0.018795466,-4.871836e-05,0.05243211
