,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
P02675,-0.1474425,-0.1202246,-0.09379036,-0.122779824,-0.103423506,0.12269066,-0.11813763,-0.118427426,-0.076289095,-0.12474675,-0.0729789,-0.086949214,-0.04779952,0.0038428577,0.008583983,-0.099440835,-0.12950842,-0.10562736,-0.09257525,-0.099987194,-0.07492846,0.09804079,-0.093669325,-0.09579819,-0.046804547,-0.096597716,0.04387254,0.0077957488,-0.1326917,0.04521844,-0.035114676,-0.1342169,-0.118488505,-0.13847205,-0.0018241666,0.040526573,-0.00031300998,0.075295374,-0.051757533,-0.07038866,-0.07418577,-0.011152584,-0.087661475,-0.07620105,-0.03717046,-0.080794714,-0.020799657,0.10067486,0.6695888,1.0,0.8013319,-0.0897854,-0.13331945,-0.08583183,-0.06791471,-0.09433308,-0.10579037,-0.0958777,-0.015668115,-0.10036721,-0.018375661,-0.08949331,0.09701107,-0.10167532,0.018648036,-0.11634181,-0.08892374,-0.08132314,-0.106327415,-0.14150156,-0.11119094,-0.06388651,-0.03556801,-0.058750156,0.054419734,-0.010385323,0.024526991,-0.012535615,-0.06539729,-0.021897012,-0.04619825,-0.044412877,-0.076476626,-0.025828945,-0.04582123,-0.09696481,-0.12360733,-0.14393915,-0.0583708,0.020444581,-0.008058232,0.026594803,-0.028476587,-0.12371155,-0.0684354,-0.10569874,0.022439243,-0.02124033,-0.054298863,-0.10998291,-0.0046118,-0.097732455,-0.16035745,-0.15479845,-0.045739375,-0.04788616,-0.0346353,0.028499935,-0.083377145,-0.0095358165,-0.12529749,-0.07444404,-0.12525086,-0.029946417,-0.070484355,-0.046668135,-0.09305985,-0.05728109,0.026234891,-0.010157449,-0.08811214,-0.032976758,-0.09516871,-0.1153554,-0.007978046,-0.07234614,-0.12260053,0.11932755,0.10158413,-0.032039143,-0.042596027,-0.03244698,-0.034668207,-0.09141328,-0.16962452,-0.0509653,-0.009123373,-0.051243886,0.040106315,-0.07994246,-0.031822745,-0.07875371,0.05159928,-0.05030944,-0.06938307,-0.12095863,-0.05482603,-0.10679956,0.008918815,-0.115117505,0.04612149,-0.02099039,-0.088459745,-0.025683954,-0.010466981,-0.06253698,-0.03742299,-0.07506196,-0.095578894,-0.08119567,-0.09772134,-0.038571104,0.013027759,-0.12648164,-0.12441934,-0.04949081,-0.037640907,-0.08811477,0.02933287,-0.02604141,-0.045362838,-0.091232836,-0.12906612,-0.06971802,-0.16150099,-0.054360155,-0.05843177,0.020142665
P02679,-0.12380605,-0.114664756,-0.09111843,-0.11938845,-0.11007697,0.1212349,-0.13905717,-0.11108023,-0.06561167,-0.13318102,-0.07829317,-0.08500486,-0.060011845,0.010569548,0.005834124,-0.07751639,-0.120184876,-0.11159724,-0.093874656,-0.10154107,-0.08483259,0.17448199,-0.099908166,-0.092018485,-0.039060812,-0.10017458,0.06190773,0.041088082,-0.115993015,0.055208027,-0.013946493,-0.12568176,-0.11324255,-0.12216404,0.0143861,0.03908366,-0.02861875,0.0682418,-0.06683977,-0.0673685,-0.089896664,-0.03367085,-0.08402951,-0.06702514,-0.09109383,-0.076308936,-0.08237663,0.16587959,0.8907136,0.8013319,1.0,-0.08518512,-0.12517759,-0.087212026,-0.069332995,-0.10093319,-0.113388605,-0.08355636,-0.021346347,-0.09529381,-0.05345289,-0.103394605,-0.06227869,-0.08835927,-0.0067468192,-0.10658524,-0.083455265,-0.07581476,-0.09987684,-0.12912963,-0.09654076,-0.059788078,-0.036134038,-0.07339541,0.0007688864,-0.039169244,0.015515703,-0.011276592,-0.08553539,0.00031168936,-0.03713173,-0.030437805,-0.09710911,0.00907026,-0.03318934,-0.11670181,-0.12409422,-0.13270622,-0.088515766,0.012775414,0.0013484071,0.021703959,-0.06280063,-0.109241135,-0.08659151,-0.109535515,0.034721058,-0.011381226,-0.043555375,-0.081224024,0.030236017,-0.094954446,-0.14894794,-0.1489404,-0.05266299,-0.04196875,-0.0442098,0.040633477,-0.0811501,-0.02612609,-0.11662048,-0.07860123,-0.11662755,-0.028309092,-0.06587609,-0.04085959,-0.06435899,-0.020431492,0.060722295,0.0038035274,-0.08777604,-0.030520543,-0.08821689,-0.09813473,0.024549758,-0.0855378,-0.1282037,0.16705202,0.094663866,-0.07032216,-0.07345276,-0.059360236,-0.037942413,-0.07379341,-0.15996253,-0.091668375,-0.03062956,-0.07534113,0.03223801,-0.06542251,0.0016660461,-0.07202087,0.07011589,-0.051761303,-0.064596124,-0.11703277,-0.05093488,-0.10913701,-0.010756935,-0.110775694,0.056539014,0.016016811,-0.07869678,0.0063270316,-0.0077235852,-0.06986326,-0.043706976,-0.0738532,-0.0573769,-0.08113596,-0.09982285,-0.02344132,-0.03135429,-0.13065414,-0.11355574,-0.06747905,-0.07220045,-0.10049112,0.037964627,-0.041374728,-0.04639724,-0.055829555,-0.122404926,-0.06926759,-0.15407862,-0.051910765,-0.08217647,0.04807144
P02741,0.06217783,0.11584415,-0.0025637595,0.31846532,0.23078811,0.057662096,0.08892331,0.20052814,0.072056785,0.07551337,0.08835638,0.06730301,0.010254129,-0.004082137,0.05686447,0.014130554,-0.08329222,0.19654557,-0.07239652,0.033181623,-0.030851334,0.028867463,0.20196092,-0.014598349,-0.071778625,0.2298784,-0.026712527,0.0048515634,0.11499005,-0.020136522,0.041408937,0.14953597,0.10961244,0.02444735,-0.011683255,0.07341425,0.086613104,-0.0032836446,0.11803347,0.034775715,0.07188125,0.19605204,-0.12947455,-0.055583503,-0.052546356,0.03392542,0.07341718,-0.037837345,-0.06769415,-0.0897854,-0.08518512,1.0,-0.009008755,-0.015873283,-0.0008128954,0.07659436,0.08410314,0.045370117,0.11267634,-0.0072743422,0.21875681,0.02000371,-0.083459385,0.027642172,-0.0639,-0.01672433,0.02444047,0.18501587,-0.02035436,0.04040424,0.07426072,-0.03849686,-0.035714854,0.15983473,0.08793143,0.19579937,0.015638528,-0.040526535,0.046601698,0.09645135,0.08245456,0.031878676,0.06635709,0.016760254,-0.030774496,0.15114169,0.0548423,0.011575945,-0.050070155,-0.009286858,0.101978116,-0.013558524,-0.017558469,0.090580426,0.11270948,0.11735473,0.06396617,0.094425686,0.2091595,0.070279084,0.020900384,0.09450122,0.08560608,0.29072866,0.017750833,0.23262508,0.01470731,0.11292353,0.076607585,0.089468144,-0.011326587,0.085176446,-0.05735136,-0.031090101,0.0376958,0.02742808,0.09667294,0.043781843,0.0384438,0.093181804,0.07175003,-0.035147686,-0.023615528,-0.05191909,0.072259575,0.17878664,0.04830692,0.2016088,0.1866893,0.22391577,0.127593,0.11708741,0.041261848,0.16058528,0.14787912,0.0720157,0.18330146,0.3626054,0.06052584,-0.05205239,0.08039904,0.06289897,0.043201458,0.06843659,-0.05773164,0.029000016,0.12555206,0.27493244,0.17278826,0.089668214,0.12891957,0.110189766,0.12449321,0.064598,0.15903129,0.19837718,0.018989207,0.038292263,0.07899275,0.068917304,-0.0040157647,-0.014017097,0.18878657,0.32508942,0.12622301,0.06504216,0.36331403,0.028818041,0.008151052,0.052820954,0.13456134,0.008607027,-0.052031208,-0.009538401,0.1007593,-0.03242873,0.16722083,0.0038519094
P02743,0.13230973,0.07856416,-0.0032536755,0.13249594,-0.005250686,-0.03189607,0.36540762,0.11521354,-0.025129732,0.02953432,0.33421898,0.45461354,0.045361914,-0.021842662,0.1166334,-0.024570534,0.35098132,-1.6888454e-05,-0.07651479,-0.05317268,-0.05276808,-0.027132,0.068691164,-0.017884823,0.09442894,0.02081589,-0.033726867,-0.022467282,0.03865966,-0.04651754,0.009566272,0.109471455,0.03447001,0.09485989,0.023550207,-0.057375174,0.057386566,-0.0076338905,0.15424222,0.038027488,0.08145238,-0.052785434,-0.11014846,0.31504634,-0.03463509,-0.027233789,-0.09785066,-0.12120521,-0.10792354,-0.13331945,-0.12517759,-0.009008755,1.0,-0.060063474,-0.037622117,0.021004155,0.0844996,0.037031688,0.041941997,-0.038521126,-0.07156803,-0.036939777,-0.099759795,0.01044498,-0.13492897,-0.07737305,0.0027459906,0.13291773,-0.08455065,0.37989652,-0.050435334,0.1418533,0.058484677,0.46537462,0.10550515,0.11147734,-0.0077637876,0.10007848,-0.06875222,-0.026168546,0.027171234,-0.018491726,0.004858402,-0.02420375,0.029598424,0.07872328,0.019706372,0.013826139,0.24655767,-0.045277532,0.04446704,0.009189452,-0.10473784,0.06231347,0.437928,0.09293578,0.022587957,0.023804016,-0.08036629,0.020381117,-0.034613375,0.05601096,0.08811063,0.044720728,0.14569871,0.09171152,0.19712603,-0.05553221,0.010338665,-0.009161721,0.14766087,0.06446698,0.57884145,-0.0064621107,-0.030352278,-0.042805996,0.035266157,-0.007027021,-0.07904213,0.031296477,0.13064672,0.051358074,0.013730444,-0.043319307,-0.038516384,0.074000984,0.010982453,-0.07282364,-0.085059464,0.18104748,-0.036427643,0.27914143,0.05629503,-0.023396289,0.10091863,-0.0041629425,-0.022246094,-0.005791903,-0.07978616,-0.0019288725,-0.008711276,0.06276922,-0.08643356,0.07937463,-0.058903214,0.001885396,-0.007400213,0.059549794,0.09030279,-0.02845293,-0.09516799,-0.04786453,-0.04242765,-0.038066696,-0.059520833,0.0028572688,-0.074730545,-0.08568853,0.021710807,0.025392149,0.15201937,0.03458357,-0.08642068,0.22688839,0.109116845,-0.025517972,-0.03471052,0.021866186,-0.04762724,-0.030424118,0.03527271,0.20216466,0.18576196,0.015601397,0.29916865,-0.05062165,0.077747196,-0.034490317
P02745,-0.09538452,-0.010152174,-0.043397997,-0.02036081,-0.059439007,-0.011323287,-0.10842074,-0.0034052571,-0.0855463,-0.07372836,-0.06684085,-0.062115546,-0.050736956,-0.04929396,-0.041376345,-0.0789951,-0.08532036,-0.11557161,-0.063279584,-0.059673797,-0.10583106,-0.10353672,0.012199071,-0.06206902,-0.09182892,0.00673352,-0.03377749,-0.011178383,-0.040746998,-0.029352956,-0.02542574,-0.01124872,-0.060667917,-0.09647431,-0.09857938,-0.06520309,-0.054683227,-0.024388997,-0.047432516,-0.06943042,0.005146837,0.019609988,0.13219123,0.029404419,-0.11818931,-0.029636517,-0.025772247,0.05489067,-0.07859077,-0.08583183,-0.087212026,-0.015873283,-0.060063474,1.0,0.8847853,0.7613032,-0.008730844,-0.075947866,-0.030260857,-0.06594227,-0.07254511,-0.067615084,-0.08755288,-0.07598885,-0.13460441,-0.09331464,0.028197525,0.041770644,-0.104348175,-0.045388963,-0.09063151,-0.06881619,-0.058544967,-0.0686227,-0.041466314,-0.06734807,-0.06604477,-0.06837283,-0.043663155,-0.0071255444,-0.0005324719,-0.029095165,-0.07809411,-0.02045174,-0.076324224,-0.06362295,-0.040345285,-0.062376566,-0.06175412,-0.0041721286,-0.045727875,-0.027828306,0.1923499,0.005652951,-0.06422879,-0.02215349,-0.02839918,0.0056007355,-0.011198,-0.013391076,-0.028151171,-0.004214525,-0.051883996,-0.092150904,-0.04585693,0.016960913,-0.11920997,-0.022752102,-0.040930912,-0.024089817,-0.08966177,-0.045789674,-0.0818011,-0.02869263,0.07076404,0.42106512,-0.0403813,-0.027917894,-0.018624872,-0.034234595,0.089195564,-0.031001434,-0.027614351,-0.05125776,-0.030768972,0.016536426,-0.064766295,-0.08215004,-0.058595296,-0.053158626,0.021390494,-0.05408058,-0.046625566,-0.02436479,-0.03480177,-0.078385174,0.026335055,-0.02324408,-0.0039761704,-0.067946225,-0.031712487,-0.04768175,-0.02901397,-0.035046533,0.74453074,-0.060305126,-0.014381678,-0.030088771,-0.04922066,-0.06657612,-0.032776717,-0.015078822,0.07535993,-0.017191494,-0.011811239,-0.027955908,-0.054095127,-0.05683689,-0.038696375,-0.039472565,-0.042277645,-0.042732738,-0.024749916,-0.033053506,-0.013687648,-0.0536257,-0.031969782,-0.1088293,-0.044663806,-0.021683766,0.022724591,-0.05867022,-0.03266431,-0.0395267,-0.005778039,-0.036935866,-0.04158295,-0.023598576
P02746,-0.06737228,0.10653002,-0.021251326,0.02694821,-0.017757643,-0.00069950224,-0.12631088,0.09865417,-0.06641496,-0.046608783,-0.07076726,-0.07754369,0.02849454,-0.02900539,0.01778965,-0.05250191,-0.10176655,-0.1317723,-0.087252155,-0.069974154,-0.1017972,-0.09269043,0.09887586,-0.04218554,-0.08503753,0.029067984,-0.005652212,0.037749063,0.058359284,-0.0017052216,0.025669832,0.09497309,0.01808215,-0.023917863,-0.07673415,-0.08422175,0.0020365063,-0.024060877,0.0008458512,-0.059991002,-0.006729131,0.010909007,0.08819702,-0.018272445,-0.14264283,-0.007969366,-0.048024714,0.0044630338,-0.06230758,-0.06791471,-0.069332995,-0.0008128954,-0.037622117,0.8847853,1.0,0.7458063,0.07300902,-0.034863114,0.0931424,-0.07361928,-0.07742604,-0.05983386,-0.11509081,-0.08157771,-0.13725723,-0.11081973,0.040217817,-0.006844176,-0.118554145,0.050043166,-0.08514581,-0.07362241,-0.016037347,-0.065563455,-0.05163162,-0.08524854,-0.010719894,-0.044065546,-0.07841489,0.029014776,-0.008473186,0.047931474,-0.007565734,-0.014824407,-0.0671058,0.027140722,-0.01129686,-0.0018063282,-0.045495294,0.027453111,0.017131751,0.037294663,0.16375759,0.10447682,-0.07239343,0.091605864,0.04714232,0.06979318,-0.004886504,0.05287158,-0.019812433,0.06046936,0.044772223,-0.085464254,-0.060237903,0.105142675,-0.05307858,-0.034436274,-0.016302431,0.030039031,-0.10909418,0.04204343,-0.0891036,0.02504344,0.11312609,0.32338163,0.023909478,0.003624885,-0.026345171,0.062145747,0.15696633,-0.01047786,0.012219235,-0.0068760957,-0.032668397,0.10445234,-0.053668078,-0.08181348,-0.0680061,-0.039323885,-0.018005036,-0.05828401,0.041834097,0.012421508,0.06573695,-0.040320583,0.046996683,0.018833939,-0.027796356,-0.07047548,-0.011794507,0.031810485,-0.040416602,0.055974044,0.7341934,-0.043816138,0.0034708094,0.059028827,0.011246375,-0.086490266,-0.044845548,-0.023818828,0.11599085,-0.017819876,-0.011570071,0.006605056,-0.06865315,-0.07388732,0.058354907,0.019370878,-0.009009149,-0.0063703335,-0.05726996,-0.031648416,0.09597324,-0.046344195,-0.036233332,-0.05668966,-0.073008366,-0.0013575198,0.05562659,0.0016098832,-0.06156467,-0.025650192,0.10614182,-0.053843394,0.017535362,-0.03443041
P02747,-0.04476236,0.26791432,0.017524622,0.16723606,0.04670941,0.01637523,-0.09961813,0.36498356,0.01261293,-0.015145859,-0.07136515,-0.079965934,0.10285594,0.0047203763,0.18879654,0.027712686,-0.115702204,-0.11262625,-0.10615693,-0.066336714,-0.108339444,-0.018840482,0.2643645,0.018957136,-0.0438813,0.12275531,-0.04996819,0.0018760251,0.15748662,0.0014874974,0.06346549,0.2874474,0.033948362,0.032905728,-0.0563357,-0.038848296,0.10432154,0.028110854,0.09634053,-0.02269095,0.058296584,0.030617919,0.042733386,-0.0069249463,-0.13906297,0.005409382,-0.00631155,-0.023394579,-0.076172814,-0.09433308,-0.10093319,0.07659436,0.021004155,0.7613032,0.7458063,1.0,0.23796296,0.1256052,0.27838206,-0.047581542,-0.07639369,-0.03335664,-0.13552043,-0.103333205,-0.13676207,-0.08688714,0.21002105,0.24639589,-0.10583746,0.18495753,-0.008702872,-0.067073725,0.095854305,-0.03240134,0.0075355954,-0.08974867,0.07474411,-0.021704618,-0.069513455,0.099476025,0.013714717,0.10102328,0.07556966,0.0134327505,-0.09466055,0.17642839,0.037119325,0.07997604,-0.034789585,0.037614614,0.2309217,0.04247219,0.15238826,0.2440206,-0.056543153,0.28865564,0.20323406,0.20271377,-0.022844357,0.12876382,0.001982386,0.19595964,0.23115891,-0.035473228,-0.064760245,0.37857866,-0.012947442,-0.0041492744,0.012289794,0.10268651,-0.12903282,0.17615563,-0.09861433,0.05161232,0.13414386,0.34690455,0.15488896,0.06406308,-0.034719516,0.19350877,0.23333032,-0.0013528636,0.09974393,-0.023261895,-0.017459428,0.24718498,0.0042130994,-0.084906586,-0.06940627,-0.0048798765,0.022387546,-0.0742233,0.16945006,0.04139554,0.25776988,0.047408685,0.1158705,0.07811699,-0.026140327,-0.06915078,0.021356322,0.18279701,-0.041641977,0.22748713,0.3715141,0.021877633,0.055525493,0.22661895,0.12718251,-0.100831546,-0.044928722,-0.017523015,0.11988708,-0.004767291,-0.010040275,0.06072294,-0.08115475,-0.09089167,0.09099582,0.063981526,0.12133206,0.05487761,-0.09369144,0.06819836,0.28168473,-0.013836116,-0.012878175,0.030111417,-0.054324783,0.023188863,0.109834716,0.09853202,0.11478772,0.03168601,0.30472624,-0.067416005,0.08342903,-0.058828723
P02748,0.015821703,0.395164,0.16601269,0.11449154,0.22433153,0.01854924,-0.021232259,0.4059365,0.13072224,0.12393581,0.036025684,0.004146087,0.17183232,0.0727176,0.26605654,0.3472681,-0.099773064,-0.101509705,-0.09464232,0.022337234,-0.08950104,0.21962945,0.59414524,0.2010109,-0.04757798,0.051112,-0.02775829,0.054539703,0.32202724,0.048252333,0.14479652,0.48225108,0.102454886,0.12860899,0.04792471,-0.0028505013,0.18350135,0.11945238,0.11449566,0.007993628,0.12879904,0.09314005,-0.052337788,-0.08309194,-0.031471428,0.029521868,0.06475361,-0.020476844,-0.062122606,-0.10579037,-0.113388605,0.08410314,0.0844996,-0.008730844,0.07300902,0.23796296,1.0,0.2466067,0.3313355,0.15072623,-0.020559749,0.020120537,-0.09533425,-0.08770362,0.023185821,0.08188917,0.13057843,0.18452013,-0.008498236,0.29713303,0.18414111,-0.10068383,0.086254485,0.055714663,-0.061384447,0.004357295,0.2158188,-0.065497346,0.039847482,0.1553611,0.12924114,0.17490463,0.32253653,0.13117293,-0.0974974,0.37318435,0.24496931,0.30323595,0.118162766,0.07186245,0.34626278,0.027400337,0.06610226,0.42491934,0.05545083,0.5326567,0.4508065,0.44765857,0.06200366,0.41957518,0.112238124,0.3253369,0.4600501,-0.007990699,0.043868195,0.3687761,0.12276787,0.039049286,-0.075167805,0.23261099,-0.10801809,0.54403293,-0.061321225,6.574041e-05,0.17448485,-0.07546865,0.24512708,0.19717075,-0.037439127,0.4062606,0.30313754,0.034202322,0.16339812,0.03642408,0.094703674,0.22358452,0.2364352,0.02156246,0.04596327,0.09392986,0.14475755,0.038299516,0.3889884,0.24524012,0.487825,0.29249284,0.12912838,0.23346208,0.009444509,0.013200006,0.16495062,0.42072812,-0.027379703,0.4569594,-0.120836675,0.20730287,0.034696378,0.4306273,0.18265554,-0.051635962,0.020414714,0.10208712,0.20129712,0.08632283,0.13630675,0.16707502,-0.06460561,-0.04965407,0.1796194,0.15285508,0.06729035,0.12828696,-0.0558563,0.11819073,0.46562406,0.11168157,-0.010156566,0.111492395,-0.0008803297,0.05036634,0.13003318,0.14458992,0.21859552,0.25708756,0.39442146,-0.052579843,0.24169624,0.029994212
P02749,0.0948432,0.23525575,0.017929953,0.088920854,0.10791936,0.049339652,-0.08488083,0.40137535,0.18770067,0.076914914,-0.08824564,-0.09813507,0.27813223,0.045358986,0.16598193,0.18643734,-0.059650313,-0.019420074,-0.041784562,-0.031429917,-0.0699551,0.08509747,0.19823892,0.21694107,0.14158429,0.080931626,-0.04063134,-0.029664535,0.19849615,0.014941849,0.082253285,0.20425613,0.08111205,0.10938435,0.11640589,0.048321065,0.303133,0.05547347,0.070178874,0.11937512,0.06372236,-0.0055874097,0.048621725,-0.12382059,-0.02034318,0.05406936,-0.063067,-0.010490334,-0.06238105,-0.0958777,-0.08355636,0.045370117,0.037031688,-0.075947866,-0.034863114,0.1256052,0.2466067,1.0,0.15238373,0.1792603,-0.012616143,0.05934706,-0.013530545,-0.026377644,0.021711698,0.14870378,0.2134406,0.08516053,0.057870068,0.13216354,0.27599987,0.038687654,0.19669662,0.037385583,-0.034588713,-0.12627001,-0.0031512545,-0.026107894,0.024434887,0.08538377,-0.009154289,0.10092612,0.22107702,0.010738089,0.091633454,0.45379943,0.18642892,0.23570518,-0.015891975,0.017009342,0.3798194,-0.038120825,0.036542516,0.16138643,-0.060176264,0.2582533,0.22159699,0.19526108,-0.05482899,0.107963435,0.0015920578,0.102039486,0.64163005,0.061304294,-0.09317615,0.38063437,0.1670167,-0.059495687,0.1900577,0.25737327,0.01851089,0.23634025,-0.049069345,-0.05022219,0.011828459,-0.06382631,0.11072106,0.03258473,-0.008442173,0.21957593,-0.0064540086,-0.009530104,0.09832913,0.16999611,0.009661268,0.45914808,0.23767994,-0.05838521,-0.047226366,0.02137073,0.053856812,-0.085117824,0.18937299,0.07908831,0.24036738,0.17920989,0.009001022,0.036102746,1.0201938e-06,0.04979251,0.024491698,0.2708358,-0.012027916,0.257513,-0.10437262,0.15797734,-0.016601685,0.19359735,0.14701185,0.08030975,-0.024182668,-0.02458068,0.0919416,-0.020718083,-0.053814203,0.030705174,-0.09798874,-0.08919898,0.14757425,0.02524799,0.4038797,0.097387224,-0.13542618,-0.06279926,0.1641228,0.030213384,-0.07720955,0.53780794,-0.023886241,-0.033099182,-0.012643944,0.19065666,0.106313676,0.16717343,0.23260498,-0.020857709,0.023929942,-0.011822349
P02751,0.021771394,0.6088777,0.09766342,0.36108375,0.22953503,0.21620059,-0.082664505,0.5374829,0.027139926,-0.0034238982,-0.03951569,-0.071348146,0.23352346,0.09586898,0.3296389,0.22454198,-0.11319677,-0.082922205,-0.08267862,-0.032482877,-0.0017967963,0.011053279,0.4766904,0.20419738,-0.0014030897,0.2212723,-0.025788965,0.037566807,0.24707365,0.038970232,0.1905388,0.64827,0.054235123,0.09672152,-0.111266494,-0.0020765224,0.09411088,0.18096647,0.13270903,0.28872815,0.13895202,-0.056588553,-0.12842885,-0.118396744,-0.116336964,0.0016574139,-0.07381968,-0.13631158,-0.019292384,-0.015668115,-0.021346347,0.11267634,0.041941997,-0.030260857,0.0931424,0.27838206,0.3313355,0.15238373,1.0,0.016985241,-0.08027315,0.0152787715,-0.10989643,-0.1061732,-0.027202044,-0.006691101,0.07595541,0.09767576,-0.024995156,0.44789702,0.05501321,-0.06633332,0.1847367,-0.016542597,-0.12512426,-0.08872379,0.37604776,0.08812122,-0.046033323,0.13860326,0.07457409,0.10455144,0.22115862,0.039793078,-0.032420106,0.4090555,0.18193741,0.27177837,-0.04748319,0.03246033,0.48513693,-0.037821617,0.0041121827,0.49411738,-0.026205242,0.65757996,0.52992535,0.36089173,-0.049520116,0.24378482,0.031082422,0.46168077,0.51195335,0.024516271,-0.038126312,0.47478932,0.1494775,0.055783145,-0.10147029,0.023275001,-0.14579512,0.4019159,-0.08041562,0.25389552,0.12788779,0.017080298,0.3857436,0.18138297,-0.05818666,0.39306957,0.22720407,-0.003226609,0.14987423,0.047779247,0.012612831,0.1168586,0.028202735,-0.010470766,-0.010318229,0.05690377,0.03177847,-0.023468902,0.46781304,0.17103992,0.59859604,0.25266618,0.16419858,0.25302473,-0.13176721,-0.047511294,0.08043948,0.49640658,-0.05052595,0.5317532,-0.08342035,0.07343216,0.16885014,0.56790966,0.25400147,-0.08988851,-0.09254534,-0.029624037,0.10770848,0.007486716,-0.016207887,0.23033398,-0.073185205,-0.06241714,0.20472996,0.22715725,0.1647581,0.20376469,-0.10577658,0.08661371,0.59704703,0.05026102,-0.014132689,0.07417037,-0.088591844,0.0346691,0.07418832,0.20265782,0.13200398,0.117435835,0.46139115,-0.054215074,0.2765448,-0.07045252
P02753,-0.12434284,0.014683995,-0.05353994,0.03288287,0.08896265,0.08898236,-0.10760082,-0.03986744,0.07056702,-0.0571342,-0.05880589,-0.06644518,0.21795827,0.10507377,0.11655236,0.27689484,-0.06697386,0.026119946,0.13769282,0.051196244,-0.034962602,-0.0009832742,0.029696885,0.55979204,-0.057163775,0.013797615,-0.0034340783,-0.029615369,0.048360955,-0.009131121,0.007220908,0.01797519,-0.020056615,-0.06633593,-0.01582059,0.04217852,0.01802967,-0.038686432,-0.16229163,-0.06097647,-0.047339134,0.05557496,-0.066581845,-0.12956637,-0.07246681,-0.019131988,-0.09911421,-0.11886908,-0.083903514,-0.10036721,-0.09529381,-0.0072743422,-0.038521126,-0.06594227,-0.07361928,-0.047581542,0.15072623,0.1792603,0.016985241,1.0,0.015164685,0.17544429,0.27891177,0.0017224187,0.29785988,0.66849464,-0.054925628,-0.043763205,0.37362906,-0.044298574,0.6545002,-0.06913436,-0.028391313,-0.10196887,-0.15777421,-0.056007173,-0.09190996,-0.06127498,0.358614,-0.021466723,-0.018155824,0.009580976,0.15164621,-0.039181847,0.13366367,0.064469784,0.10245885,0.12913837,0.16232082,0.005216035,0.15754351,-0.057889745,-0.0026184143,0.029141549,-0.0676695,0.09852852,0.20875992,0.16341385,0.08168398,-0.031351533,-0.048572592,-0.007134068,0.10689652,0.1412741,-0.041499365,-0.02891532,-0.07482751,0.0009077678,-0.059943017,0.08806036,-0.10302607,0.27313364,-0.09226303,-0.055999342,-0.011220032,-0.020184614,0.048755173,-0.029989315,0.026992599,0.12765513,-0.034039702,-0.037403207,0.0408738,0.14451952,-0.025298828,-0.027152244,0.49551982,-0.06253683,-0.019361135,-0.07229629,0.36204717,0.005005724,-0.006938566,-0.0096439095,0.16956495,0.02105945,0.048056092,0.19298102,-0.006410486,-0.0658011,-0.052121703,0.12818244,-0.04587429,0.14261855,-0.05698071,0.55768216,0.008016086,0.09447757,0.04372565,-0.063736685,-0.010744976,-0.03940239,0.10174563,-0.03962794,-0.041606266,0.017595075,-0.056236412,-0.022723917,-0.04767123,-0.021853589,-0.040092528,0.12555398,0.021851866,-0.09145175,0.0015314734,-0.058588035,-0.03530088,0.17525439,0.21326362,-0.040827863,-0.045444306,-0.06869578,0.16379479,0.523891,-0.018239174,0.15246955,0.11235295,-0.030914249
